,url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
38578,https://www.zomato.com/bangalore/soda-bottle-opener-wala-lavelle-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjgwODIxIiwiNTA4OTAiLCIxODMzOTg3NCIsIjUwNDIwIiw2MDY3MywiNTY4MDMiLCI1MTkwNyIsIjU1Nzg4IiwiNTc0MjQiLCI1NzczMCIsIjU5MjI5IiwiNTEwMjkiLCIxODgwMjY5NiIsIjU1OTA4IiwiMTg1NTUzNzUiLCIxODU2NTA3OCIsIjUwMjIxIiwiNTc0MDgiLCIxODQ0OTk3NSIsIjU1OTMyIiwiNTQzMTEiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIExhdmVsbGUgUm9hZCJ9fQ==,"25/4, Opposite Harley Davidson Showroom, Lavelle Road, Bangalore",Soda Bottle Opener Wala,Yes,Yes,4.4 /5,3702,080 45128763,Lavelle Road,"Casual Dining, Irani Cafee","Okra, Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Mocktails","Parsi, North Indian","1,300","['Vegetable Cutlet Pav', 'Chilli Cheese Pav', 'Chicken Chilli Cheese Pav', 'Vegetable Berry Pulao', 'Jaloo Auntys Famous Malai Paratha', 'Classic Egg Akuri with Pav', 'Bombay Vegetable Curry Meal [Serves 1]', 'Parsi Vegetable Curry Meal [Serves 1]', 'Tawa Paneer Masala Meal [Serves 1]', 'Salli Chicken Meal [Serves 1]', 'Chicken Masala Roast Meal [Serves 1]', 'Chicken Sanju Baba Meal [Serves 1]', 'Salli Boti Meal [Serves 1]', 'Mutton Masala Roast Meal [Serves 1]', 'Mutton Keema Meal [Serves 1]', 'Prawn Curry Meal [Serves 1]', 'Vegetable Berry Pulao Meal [Serves 1]', 'Vegetable Dhansak Meal [Serves 1]', 'Chicken Berry Pulao Meal [Serves 1]', 'Chicken Dhansak Meal [Serves 1]', 'Mutton Berry Pulao Meal [Serves 1]', 'Mutton Dhansak Meal [Serves 1]', 'Vegetable Cutlet Pav', 'Chilli Cheese Pav', 'Chicken Chilli Cheese Pav', 'Chicken Cutlet Pav', 'Chicken Farcha Pav', 'Bombay Vegetable Curry', 'Parsi Vegetable Curry', 'Tawa Paneer Masala', 'Salli Chicken', 'Chicken Masala Roast', 'Chicken Sanju Baba', 'Salli Mutton', 'Prawn Curry', 'Steamed Basmati Rice', 'Vegetable Berry Pulao', 'Chicken Berry Pulao', 'Mutton Berry Pulao', 'Classic Egg Akuri with Pav', 'Eggs Kejriwal', 'Bombay Pav', 'Jaloo Auntys Famous Malai Paratha', 'Mawa Cake', 'Masala Thums Up [250 ml]', 'Sekan Je Bin [250 ml]', 'Raspberry Soda [250 ml]', 'Mrs Soda Bottle Opener Walas Signature Cold Coffee with Ice Cream [250 ml]', 'Watermelon Juice [250 ml]', 'Summer Masala Lemonade [250 ml]', 'Bawis Detox [250 ml]', 'Regular Cold Brewed Coffee [250 ml]', 'Grapefruit and Honey Coffee', 'Cinnamon and Date Coffee', 'Fresh Pineapple and Coconut Coffee', 'Milky Coffee', 'Irani Chai', 'Masala Chai', 'Feteli Coffee']",Dine-out,Lavelle Road
25229,https://www.zomato.com/bangalore/sri-banashankari-donne-biriyani-banaswadi?context=eyJzZSI6eyJlIjpbIjE4NTczNzU0IiwiNTQyNTkiLCIxODY4NDc3OCIsIjE4MzY2NjU0IiwxODQzNTY5MywiMTg4MDI0MjAiLCI2MTQ5MSIsIjE4NzY3MzAzIiwiMTg4NzkxOTQiLCI1NDIyMyIsIjU2NTI1IiwiMTg0NDgzNjEiLCIxODM3OTYzOCIsIjU4ODk1IiwiNTk1ODkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEthbW1hbmFoYWxsaSJ9fQ==,"3, Chairman Layout, Banaswadi Main Road, Banaswadi, Bangalore",Sri Banashankari Donne Biriyani,Yes,No,3.8/5,74,+91 9980095348,Banaswadi,Quick Bites,,Biryani,150,[],Delivery,Kammanahalli
14491,https://www.zomato.com/bangalore/vasu-biriyani-paradise-electronic-city-bangalore?context=eyJzZSI6eyJlIjpbIjE4MTYwMTAzIiwiMTgxNjAxMTAiLCIxODY5ODQxNyIsIjE4NzM3MjU5IiwxODc0NTgzMSwiMTg3ODExMTIiLCIxODgwMDUzMSIsIjE4NzMyODQ0IiwiMTg4MDA3MzkiLCIxODgwNjI2MSIsIjE4ODczOTMyIiwiMTg4ODQxMTciLCIxODkwMDgwMSIsIjE4NjExNTM4IiwiMTg2MTI2NzYiLCIxODYxMjY4MCIsIjE4NjE0MTg0IiwiMTg2NDYwMDYiLCIxODY1NzA3NiJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gRWxlY3Ryb25pYyBDaXR5In19,"Chikka Togur Gate, Near Poonam Furniture, Electronic City Post, Electronic City, Bangalore",Vasu Biriyani Paradise,No,No,,0,+91 7019595818,Electronic City,Quick Bites,,"North Indian, South Indian, Chinese",200,[],Dine-out,Electronic City
11617,https://www.zomato.com/bangalore/bengaluru-baking-company-jw-marriott-bengaluru-lavelle-road?context=eyJzZSI6eyJlIjpbIjE4NTIzMTE4IiwiNTEwMzgiLCIxODI3ODI0MSIsIjUwMjIwIiw1NTU1NSwiMTg0NjM1NjYiLCIxODYyNzU3NyIsIjE4NjkyODc2IiwiMTg3NjczMTkiLCIxODUwODQyMSIsIjUzMDU5IiwiMTg3MDI1OTQiLCI1MDIwNiIsIjE4NjE4OTI2IiwiMTg3OTQ5NTMiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIENodXJjaCBTdHJlZXQifX0=,"JW Marriott Bengaluru, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3/5,523,"+91 9900244769
080 67188511",Lavelle Road,"Bakery, Cafe","Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu","Salad, Bakery, Cafe, Sandwich, Italian, Burger","1,400",[],Cafes,Church Street
48129,https://www.zomato.com/bangalore/no-10-fort-cochin-residency-road-bangalore?context=eyJzZSI6eyJlIjpbIjU1ODgzIiwiNTQxMDEiLCIxODU0Mjg4NCIsIjUwOTIwIiwxODkwMjAwMywiNTM5NjciLCIxODUxMDE1NSIsIjE4MTY1NzU4IiwiMTg1ODkxNDgiLCIxODcxMzk5MiIsIjUxOTQyIiwiMTg1ODAxMjkiLCI1MjcxNSIsIjE4NjgyOTAwIiwiMTg3ODE0MTIiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIFJlc2lkZW5jeSBSb2FkIn19,"52, 1st Floor, Residency Road, Bangalore",No 10 Fort Cochin,No,No,3.4 /5,6,+91 7777876000,Residency Road,Casual Dining,,"South Indian, Seafood, Kerala, Biryani",500,[],Dine-out,Residency Road
49529,https://www.zomato.com/bangalore/detox-kitchen-hsr?context=eyJzZSI6eyJlIjpbIjE4OTU4NDI0IiwiMTg5NjQ4OTciLCIxODc2MzI1MSIsIjE4NDE4NTI5IiwxODQ4OTExOSwiMTg1MTE5OTIiLCIxODYxNTUzNiIsIjE4NjI5ODU3IiwiMTg3NzAxNDMiLCIxODc3ODYxMyIsIjE4NzgxNDA0IiwiMTg3ODQ4MDkiLCIxODgzNDA0MCIsIjE4NjkxNDQ4IiwiMTg2Njc5MzciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIFNhcmphcHVyIFJvYWQifX0=,"Shop 4, Building 240 Umc medical inside, 27th Main Road, Sector 2, HSR, Bangalore",Detox Kitchen,Yes,No,3.1 /5,9,+91 9810156644,HSR,"Takeaway, Delivery",,"Healthy Food, Beverages, Salad",500,[],Delivery,Sarjapur Road
20766,https://www.zomato.com/bangalore/hotel-muthu-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjU5OTYyIiwiNjExNzQiLCI2MTU0MSIsIjU5MjQ4IiwxODY5MzAxOSwiMTg3NDIzMTkiLCIxODc2NTIxOCIsIjE4NzgxNDg4IiwiMTg3OTc5MzQiLCIxODgwNzgyMSIsIjE4ODQwODUyIiwiMTg4NTE1OTIiLCIxODg2NjczMiIsIjE4NjA1Mjk3IiwiMTg2MTEwMDMiLCIxODYyMTA4MiIsIjE4NTk3NjE3IiwiMTg2MDQxNTYiLCIxODcyMzUyNyIsIjE4NzMwMTk2IiwiMTg5NDQzMDMiLCIxODk0MTc0MCIsIjE4OTQ4MjEzIiwiMTg0NzY0NTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEpheWFuYWdhciJ9fQ==,"16-31/B, 1st Cross, Near Dharmaram College, Guruppanpalya, Bannerghatta Road, Bangalore",Hotel Muthu,No,No,,0,+91 9751561909,Bannerghatta Road,Quick Bites,,South Indian,200,[],Delivery,Jayanagar
31444,https://www.zomato.com/bangalore/dreams-cafe-all-day-english-food-st-koramangala-1st-block?context=eyJzZSI6eyJlIjpbIjE4MTczMDg4IiwiMTgzMDU2NTkiLCIxODY4NzY1OCIsIjUzMzYyIiw1OTM1NCwiMTg1ODMwNTAiLCIxODk1OTE4OCIsIjUxODI4IiwiNjEzODEiLCIxODMwNTYyOCIsIjE4NzQxNDE5IiwiMTg3NDI4NTAiLCIxODg2ODU1MSIsIjE4NjkyNTgyIiwiMTg2NTg3MjAiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDV0aCBCbG9jayJ9fQ==,"34, 1st Main, Next To HDFC Bank, 1st Block, Koramangala, Bangalore",Dreams Cafe - All Day English Food St.,Yes,No,3.8 /5,230,+91 8553617173,Koramangala 1st Block,Cafe,"English Breakfast, Coffee, Burgers, Fish, Omelette, Sandwiches, Chicken Burger","Cafe, Continental, Burger",600,[],Dine-out,Koramangala 5th Block
28887,https://www.zomato.com/bangalore/ksheera-sagar-koramangala-8th-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjA0MTY4IiwiMTg2Nzg5OTkiLCIxODcxOTU1NCIsIjE4NjQ5NzM2IiwxODg1MTIzMSwiMTg5NDc1MDYiLCIxODQ3MDc3NyIsIjE4NTU1NTY1IiwiMTg2Njg2MTIiLCIxODcyNTc1NiIsIjE4NzEwNDQ1IiwiMTg4NzE2MTkiLCIxODkyNjc0NSIsIjE4ODM2NjEwIiwiMTg4MjA2MjUiLCIxODk0ODc1MCIsIjE4NzE2NDUwIiwiNTg3NzIiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDR0aCBCbG9jayJ9fQ==,"321, Adugodi Main Rd, Koramangala 8th Block, Bangalore",Ksheera Sagar,No,No,NEW,0,+91 9535120269,Koramangala 8th Block,Quick Bites,,South Indian,300,[],Dine-out,Koramangala 4th Block
45985,https://www.zomato.com/bangalore/re-cess-hilton-bangalore-embassy-golflinks-domlur-bangalore?context=eyJzZSI6eyJlIjpbIjE3OTc4MzMyIiwiNTQ5NjQiLCIxODUwNTk1MiIsIjU0MTQ1Iiw1ODI0MCwiMTg2MDU0MjEiLCIxODY0OTIyMiIsIjE4MzEwOTU5IiwiNTQ0ODEiLCI1NzE3OCIsIjU4NTU4IiwiMTg2NDE5NzYiLCIxODY2MDc2MSIsIjU2Njk1IiwiMTg2NDk0MjEiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIE9sZCBBaXJwb3J0IFJvYWQifX0=,"Hilton Bangalore Embassy GolfLinks, Embassy Golf Links Business Park, Inner Ring Road, Domlur, Bangalore",re:cess - Hilton Bangalore Embassy GolfLinks,No,Yes,4.1 /5,146,"080 66799999
+91 7353759841",Domlur,"Casual Dining, Bar","Coffee, Cheesecake, Paratha, Hot Chocolate, Biryani, Donut","South Indian, North Indian, Continental, European","1,200",[],Dine-out,Old Airport Road
35969,https://www.zomato.com/bangalore/queen-pearls-ejipura-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjY2MjQ3IiwiMTg3MTEwNjEiLCIxODczMzAwNSIsIjE4NTU0NjI0IiwxODQyMzQ0OCwiMTg2MjU1NjAiLCIxODYwNTQwOSIsIjE4NTQxMzY4IiwiNTg1ODEiLCI2MDQ3MiIsIjE4Nzk3MjI3IiwiMTg3ODA4MzMiLCIxODgyMTc2NCIsIjE4ODg4MjQyIiwiNTg0MTMiLCIxODI0NjQ4NyIsIjE4MzIzNjMwIiwiMTg1MzUwMTEiLCI1ODg1MyIsIjYxNjgxIiwiMTg4MTU1NzQiLCIxODkwMTQxNSIsIjU0MDQ2Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBLb3JhbWFuZ2FsYSA3dGggQmxvY2sifX0=,"42/2, 20th C Cross, Buchappa Layour, Ejipura, Bangalore",Queen Pearls,Yes,No,3.6 /5,25,"+91 9739571123
+91 8073638270",Ejipura,"Takeaway, Delivery",,Pizza,500,"['Sigh King John Pizza', 'Chicago Tribune 1943 Pizza', 'The Da Vici Crust Pizza', 'Italian Cheese Burst Pizza', 'Chicken and Chilli Pizza', 'Sigh King John Pizza', 'Classic Sicilian Pizza', 'Chicago Tribune 1943 Pizza', 'The Da Vici Crust Pizza', 'King of Veggies Pizza', 'Hot Garlic and Chilli Pizza', 'Victoria Pizza', 'Garlic Crystys Pizza', 'Chilli Onion Pizza', 'Paneer Tikka Pizza', 'Chilli Garlic Pizza', 'Hawaiian Classic Veg Pizza', 'Sweet Corn Veggie Delight Pizza', 'Italian Four Shots Pizza', 'Spicy Paneer Pizza', 'Italian Cheese Burst Pizza', 'Sausage Delight Pizza', 'Chicken Peri Peri Pizza', 'Chicken and Chilli Pizza', 'Sweet Corn Delicious Pizza', 'Simply Chicken Pizza', 'Chicken Pepper Blast Pizza', 'Fish Feast Classic Pizza', 'Classic All Meat Mixture Pizza', 'Chicken Barbeque Pizza', 'Barbeque Fish Pizza', 'Barbeque Sausage Delight Pizza', 'Chicken Salami Delight Pizza', 'Spicy Andhra Pizza', 'Punjabi Chicken Tadka Pizza', 'Malabar Chicken Feast Pizza', 'Chicken Chettinadu Pizza', 'Malabar Fish Feast Pizza']",Delivery,Koramangala 7th Block
217,https://www.zomato.com/bangalore/toscano-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NjE5NDM0IiwiMTg0MjM0MTQiLCIxODgzOTUxNyIsIjE4NzI3MzI1Iiw1Nzk1OSwiMTg4NTgwMDUiLCIxNzk3ODM1MiIsIjE4MzgyOTEzIiwiMTg2NTg3OTEiLCIxODczMzE0MyIsIjU0MTcxIiwiMTg3ODI0NjkiLCIxODg3Nzc3NSIsIjE4NTM0Njc3IiwiMTgyODA2MDAiLCI1OTA4OCIsIjE4NDQ0ODQ5IiwiNTUwOTAiLCI1NDM1MSIsIjE4ODkwODcyIiwiMTg4NTI2NzkiLCIxODQ5NDA3MCIsIjU0MzI5Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,"359/38,Next to Fabindia, 7th Cross, 1st Block, Jayanagar, Bangalore",Toscano,Yes,Yes,4.3/5,1129,"080 41558423
+91 7619320074",Jayanagar,Casual Dining,"Pizza, Pasta, Salads, Calamari, Ravioli, Pumpkin Soup, Wine","Italian, Salad","1,300",[],Delivery,Banashankari
36171,https://www.zomato.com/bangalore/homifoo-btm-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzE4NDA4IiwiMTg3MzgwMTYiLCIxODc3MDIzOCIsIjE4NzcyOTc5IiwxODc2NzQ0OSwiMTg3ODQ4MjIiLCIxODc4MDY3MiIsIjE4ODEwMTQ0IiwiMTg4MDg5NTYiLCIxODg2NjUzMiIsIjE4ODU5Mzc0IiwiMTg4NzI2NDEiLCIxODg4NzExMyIsIjE4ODk1MzU2IiwiMTg4OTkyOTQiLCIxODI3MDE5MSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gS29yYW1hbmdhbGEgN3RoIEJsb2NrIn19,"743, 7th Cross, 13th Main, 2nd Stage, BTM, Bangalore",Homifoo,No,No,,0,+91 6360928459,BTM,Quick Bites,,North Indian,300,[],Delivery,Koramangala 7th Block
27401,https://www.zomato.com/bangalore/delicacy-koramangala-4th-block?context=eyJzZSI6eyJlIjpbIjE4Mjk4MjcxIiwiMTg3MDA5MTUiLCI2MTAxOSIsIjUxMTc2Iiw1MDM2MiwiMTgzODczOTMiLCIxODc4NTExMiIsIjE4ODk1ODQ5IiwiMTg3ODI1OTEiLCIxODgxMjg1OSIsIjE4Nzc4MTgyIiwiNTMyMTIiLCIxODg1NTk1NyIsIjE4NDU1NjEwIiwiMTg1OTAzNDIiLCIxODU5NzQ0NSIsIjE4NTIyNTg4Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBLb3JhbWFuZ2FsYSA0dGggQmxvY2sifX0=,"972/C, Ground Floor, S.T. Bed, 4th Block, Near Smart Retail Bazar, Koramangala 4th Block, Bangalore",Delicacy,Yes,No,3.9/5,522,"080 25502233
080 41753636",Koramangala 4th Block,Casual Dining,"Noodles, Momos, Chicken Manchow Soup, Chicken Noodle, Prawn, Chicken Honey, Thai Rice","Chinese, Thai, Momos",500,[],Delivery,Koramangala 4th Block
31986,https://www.zomato.com/bangalore/happy-brew-koramangala-5th-block?context=eyJzZSI6eyJlIjpbIjE4NjI3MzY5IiwiMTg2MDU0MTciLCIxODMyMzYzMCIsIjE4NzA5NjI3Iiw1ODg1MywiMTg2MDQyNDkiLCIxODQ4OTExNyIsIjE4ODQxMDU0IiwiMTgyMjQ2NDkiLCIxODYwMjg4MCIsIjE4OTQ3MTY4IiwiNTMyNjQiLCIxODQ4MDA0OSIsIjE4ODQzNjk5IiwiMTgzODU0NDMiLCIxODc3MjA5NCIsIjU0MTI3IiwiNTQ1MDMiLCIxODg2MTI5NCIsIjE4NzAzNTYyIiwiMTg1ODYyMDciXSwidCI6Ik5pZ2h0bGlmZSBSZXN0YXVyYW50cyBpbiBLb3JhbWFuZ2FsYSA1dGggQmxvY2sifX0=,"40, 4th P Cross, Koramangala 5th Block, Bangalore",Happy Brew,No,Yes,4.0 /5,2160,"080 40937001
+91 9845034133",Koramangala 5th Block,Lounge,"Beer, Jalapeno Cheeseballs, Peri Peri Chicken Burger, Burgers, Nachos, Barbecue Chicken Wings, Cheesy Fries","Continental, American, Chinese, BBQ, Salad","1,000",[],Drinks & nightlife,Koramangala 5th Block
38971,https://www.zomato.com/bangalore/wow-momo-1-brigade-road?context=eyJzZSI6eyJlIjpbIjE4NjQ5NTgzIiwiMTg1NzEwMDMiLCIxODU3NjIyNiIsIjE4MTA4MDMxIiwxODQxNDM2MiwiNTU3NTYiLCI2MDM4NCIsIjU3NTYxIiwiMTg3MDc0NjkiLCI1NDU2MCIsIjE4NjE3NDI1IiwiMTg0ODcxOTEiLCIxODQ3MjM4MSIsIjE4MzYyNDQ2IiwiNTQzNjkiLCIxODg5Mjg0MyIsIjE4NzExNzMzIiwiMTg0OTM4OTMiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIExhdmVsbGUgUm9hZCJ9fQ==,"185, Brigade Road, Bangalore",WOW! Momo,Yes,No,3.6 /5,124,"080 40988938
+91 9611304277",Brigade Road,"Food Court, Quick Bites","Burgers, Chocolate Momos, Noodles, Cheese Momos","Tibetan, Momos",400,"['Veggie Momo', 'Paneer Momo', 'Corn and Cheese Momo', 'Chicken Momo', 'Chicken Schezwan Momo', 'Veggie Pan Fried Momo in Choice of Sauce', 'Paneer Pan Fried Momo in Choice of Sauce', 'Chicken Pan Fried Momo in Choice of Sauce', 'Chicken Schezwan Fried Momo', 'Chicken Fried Momo', 'Chicken Tandoori Momo', 'Chicken Thukpa', 'Veggie Thukpa', 'Chicken Thukpa', 'Veggie Momo', 'Veg Schezwan Momo', 'Paneer Momo', 'Corn Spring Onion Momo', 'Corn and Cheese Momo', 'Chicken Momo', 'Chicken Schezwan Momo', 'Veggie Pan Fried Momo in Choice of Sauce', 'Paneer Pan Fried Momo in Choice of Sauce', 'Corn Pan Fried Momo in Choice of Sauce', 'Corn and Cheese Pan Fried Momo in Choice of Sauce', 'Chicken Pan Fried Momo in Choice of Sauce', 'Chicken Schezwan Pan Fried Momo in Choice of Sauce', 'Prawn Pan Fried Momo in Choice of Sauce', 'Veggie Fried Momo', 'Paneer Fried Momo', 'Corn Spring Onion Fried Momo', 'Corn and Cheese Fried Momo', 'Veg Schezwan Fried Momo', 'Chicken Schezwan Fried Momo', 'Chicken Fried Momo', 'Paneer Tandoori Momo', 'Chicken Tandoori Momo', 'Butter Chicken Momos', 'Butter Chicken Tandoori Momos', 'Butter Chicken and Cheese Momos', 'Butter Paneer Momos', 'Butter Paneer Tandoori Momo', 'Butter Veggi Momo', 'Butter Corn Cheese Momo', 'Veggie Baked Momo', 'Chicken Baked Momo', 'Chocolate Momo', 'Chocolate Momo Platter [4 Pieces]']",Dine-out,Lavelle Road
19154,https://www.zomato.com/bangalore/suchithra-biryani-house-airport-road?context=eyJzZSI6eyJlIjpbIjE4MTQwODAxIiwiMTg1ODc5MTYiLCIxODMyMzY0NSIsIjUwODQ2Iiw1MDkzOSwiNTM0NDkiLCIxODc2MDM0NyIsIjE4ODkzNzY4IiwiMTg2NzEwMTMiLCIxODY3MDEyMyIsIjE4OTUyNzQ5IiwiMTg4ODA1OTUiLCI1MDgyMCIsIjUwOTQ5IiwiNTA2MTUiLCIxODcyOTc1NyIsIjE4NDMyOTczIiwiNTAwNDgiLCIxODYyMTk0MiIsIjU0ODcyIiwiMTg0MzAzNjgiLCIxODU1MjEzMiIsIjU5MDY3IiwiMTg4OTM5MzUiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEluZGlyYW5hZ2FyIn19,"121, ATR Complex, Opposite ISRO, Murugeshpalya, Old Airport Road, Bangalore",Suchithra Biryani House,No,No,3.7/5,287,"080 25238444
+91 9845888695",Old Airport Road,Casual Dining,"Hyderabadi Biryani, Chicken Biryani, Prawn Biryani, Mutton Biryani, Ghee Roast Biryani, Chicken Guntur","Andhra, Biryani, North Indian",450,[],Dine-out,Indiranagar
7230,https://www.zomato.com/bangalore/wish-pot-whitefield-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjE0NDQ4IiwiMTg2MjIyMjYiLCIxODYwNzcyOSIsIjE4NjQ3MjgwIiwxODcxMDU0OSwiMTg3MzI2MDAiLCIxODUyODM0OCIsIjE4NTI4MzY4IiwiMTg0ODcxNjkiLCI1MzY4NiIsIjYxNjI0IiwiNjExMzUiLCI1ODI0NCIsIjE4MzczMDY2IiwiMTg0MTY0NDYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyb29rZWZpZWxkIn19,"50A, 5th Cross, Sai Baba Temple Road, Kundalhalli, Whitefield, Bengaluru",Wish Pot,No,No,3.4/5,8,+91 8884780837,Whitefield,"Takeaway, Delivery",,"North Indian, Continental",300,[],Delivery,Brookefield
28051,https://www.zomato.com/bangalore/raja-foodpath-bommanahalli-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzEzODQ3IiwiMTg3MTg0MDgiLCIxODY0OTczNiIsIjE4Njk2NTk4IiwxODc0ODczMCwiMTg3NzAyMzgiLCIxODc4MDY3MiIsIjE4Nzg0ODIyIiwiMTg4MDg5NTYiLCIxODg1NzQ1OCIsIjE4ODg3MTEzIiwiMTg4OTU0NzEiLCIxODk1MTM2OSIsIjE4OTMxOTQwIiwiMTg2MDA1ODMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDR0aCBCbG9jayJ9fQ==,"Krimson square, Near Central Silk Board Junction, Hosur Main Road, Bommanahalli, Bangalore",Raja Foodpath,No,No,,0,+91 9740701381,Bommanahalli,Quick Bites,,"North Indian, South Indian, Chinese",200,[],Delivery,Koramangala 4th Block
21731,https://www.zomato.com/bangalore/crumb-together-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4Mzg3NDE2IiwiMTgzODc0MTAiLDE4NjA2MDU0LCIxODU0MDYzOSIsIjE4NjU4Nzk0IiwiNTM1OTciLCI1OTM3MyIsIjE4ODc0MDU5IiwiMTg4MDc4NTAiLCI1NDE2NSIsIjU2NjE5IiwiMTg1MTI4ODYiLCIxODM3NTU2NCJdLCJ0IjoiTmlnaHRsaWZlIFJlc3RhdXJhbnRzIGluIEpheWFuYWdhciJ9fQ==,"45, 100 Feet Road, Opposite Mandovi Motors, 4th Phase, JP Nagar, Bangalore",Crumb Together,Yes,Yes,4.1/5,592,080 49652428,JP Nagar,"Casual Dining, Bar","Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani","Continental, Finger Food, North Indian, Chinese","1,200",[],Drinks & nightlife,Jayanagar
39372,https://www.zomato.com/bangalore/throwback-pub-dine-langford-town?context=eyJzZSI6eyJlIjpbIjE4NTc3MTY5IiwiMTgzNjk4MzIiLCI1MDg3NyIsIjUyODE3IiwxODQ1NTU3NywiNTE2MjQiLCI1MDA0OCIsIjE4MDIyMjUwIiwiMTg3MTExMDUiLCIxODI0NjUyNCIsIjE4NDMyOTcwIiwiNjE1ODMiLCIxODU3MTI5MiIsIjUzNTcwIiwiMTg0Njg4MzEiLCIxODUxMDE1NSIsIjE4NDI2Mzg1IiwiMTg1OTEwNDYiLCI1MTQyMCIsIjE4NDc4MTIxIiwiNTE2MzEiLCI1MjcxNSJdLCJ0IjoiUHVicyAmYW1wOyBCYXJzIGluIExhdmVsbGUgUm9hZCJ9fQ==,"5th Floor, Confident Hotel, Hosur Main Road, Langford Town, Bangalore",ThrowBack - Pub & Dine,No,No,3.9 /5,234,+91 9742933332,Langford Town,"Bar, Casual Dining","Cocktails, Pizza, French Fries","Italian, North Indian, Continental","1,000",[],Drinks & nightlife,Lavelle Road
